comment,case_folding,cleaning,normalisasi,tokenisasi,stopword_removal,stemming,score,sentiment_label,sentiment_encoded
Kenapa error byond nya bjir,kenapa error byond nya bjir,kenapa error byond nya bjir,kenapa error byond ya bjir,"['kenapa', 'error', 'byond', 'ya', 'bjir']","['error', 'bjir']","['error', 'bjir']",-1,Negatif,0
ngapain launching klo error mulu,ngapain launching klo error mulu,ngapain launching klo error mulu,mengapai launching kalau error mulu,"['mengapai', 'launching', 'kalau', 'error', 'mulu']","['mengapai', 'launching', 'error', 'mulu']","['kapai', 'launching', 'error', 'mulu']",-1,Negatif,0
"Aplikasi elit, tranksaksi sulitt","aplikasi elit, tranksaksi sulitt",aplikasi elit tranksaksi sulitt,aplikasi elit tranksaksi sulitt,"['aplikasi', 'elit', 'tranksaksi', 'sulitt']","['aplikasi', 'elit', 'tranksaksi', 'sulitt']","['aplikasi', 'elit', 'tranksaksi', 'sulitt']",-1,Negatif,0
super app super error,super app super error,super app super error,super aplikasi super error,"['super', 'aplikasi', 'super', 'error']","['super', 'aplikasi', 'super', 'error']","['super', 'aplikasi', 'super', 'error']",-2,Negatif,0
Apaan error mulu😑,apaan error mulu😑,apaan error mulu,apaan error mulu,"['apaan', 'error', 'mulu']","['error', 'mulu']","['error', 'mulu']",-1,Negatif,0
aur auran,aur auran,aur auran,aur auran,"['aur', 'auran']","['aur', 'auran']","['aur', 'aur']",-2,Negatif,0
luar biasa apaan eror mulu,luar biasa apaan eror mulu,luar biasa apaan eror mulu,luar biasa apaan error mulu,"['luar', 'biasa', 'apaan', 'error', 'mulu']","['error', 'mulu']","['error', 'mulu']",-1,Negatif,0
error,error,error,error,['error'],['error'],['error'],-1,Negatif,0
bsi pening,bsi pening,bsi pening,bsi pening,"['bsi', 'pening']",['pening'],['pening'],-1,Negatif,0
Masa iya kalah sama livin wadidaw,masa iya kalah sama livin wadidaw,masa iya kalah sama livin wadidaw,masa iya kalah sama livin wadidaw,"['masa', 'iya', 'kalah', 'sama', 'livin', 'wadidaw']","['iya', 'kalah', 'livin', 'wadidaw']","['iya', 'kalah', 'livin', 'wadidaw']",-1,Negatif,0
tapi semua bank emang sering eror 😭,tapi semua bank emang sering eror 😭,tapi semua bank emang sering eror ,tapi semua bank memang sering error,"['tapi', 'semua', 'bank', 'memang', 'sering', 'error']",['error'],['error'],-1,Negatif,0
bank paling sering error.,bank paling sering error.,bank paling sering error,bank paling sering error,"['bank', 'paling', 'sering', 'error']",['error'],['error'],-1,Negatif,0
jadi bison eror😁,jadi bison eror😁,jadi bison eror,jadi bison error,"['jadi', 'bison', 'error']","['bison', 'error']","['bison', 'error']",-2,Negatif,0
Eror woy tolong 😭,eror woy tolong 😭,eror woy tolong ,error woy tolong,"['error', 'woy', 'tolong']","['error', 'woy']","['error', 'woy']",-1,Negatif,0
Knpa harus launching byond padahal yg lama lebih nyaman,knpa harus launching byond padahal yg lama lebih nyaman,knpa harus launching byond padahal yg lama lebih nyaman,kenapa harus launching byond padahal yang lama lebih nyaman,"['kenapa', 'harus', 'launching', 'byond', 'padahal', 'yang', 'lama', 'lebih', 'nyaman']","['launching', 'nyaman']","['launching', 'nyaman']",1,Positif,1
aplikasi eror,aplikasi eror,aplikasi eror,aplikasi error,"['aplikasi', 'error']","['aplikasi', 'error']","['aplikasi', 'error']",-2,Negatif,0
PAKKK DAH 1 MINGGU BSI GA BSA DI GUNAKAN,pakkk dah 1 minggu bsi ga bsa di gunakan,pakkk dah  minggu bsi ga bsa di gunakan,pakkk sudah minggu bsi tidak bisa di gunakan,"['pakkk', 'sudah', 'minggu', 'bsi', 'tidak', 'bisa', 'di', 'gunakan']","['pakkk', 'minggu', 'tidak']","['pakkk', 'minggu', 'tidak']",-1,Negatif,0
EROR PAK WOYYYYYYY,eror pak woyyyyyyy,eror pak woyyyyyyy,error pak woyyyyyyy,"['error', 'pak', 'woyyyyyyy']","['error', 'woyyyyyyy']","['error', 'woyyyyyyy']",-1,Negatif,0
kami ga makan karna eror dri sabtu sampe senin,kami ga makan karna eror dri sabtu sampe senin,kami ga makan karna eror dri sabtu sampe senin,kami tidak makan karena error dari sabtu sampai senin,"['kami', 'tidak', 'makan', 'karena', 'error', 'dari', 'sabtu', 'sampai', 'senin']","['tidak', 'makan', 'error', 'sabtu', 'senin']","['tidak', 'makan', 'error', 'sabtu', 'senin']",-2,Negatif,0
happy weekend ya,happy weekend ya,happy weekend ya,happy weekend ya,"['happy', 'weekend', 'ya']","['happy', 'weekend']","['happy', 'weekend']",1,Positif,1
mlm bng,mlm bng,mlm bng,malam bang,"['malam', 'bang']","['malam', 'bang']","['malam', 'bang']",-1,Negatif,0
asalmuakykum hdiir sapa siang KK shat sukses sllu disana ya 🤲🤲🥰🥰💪💪,asalmuakykum hdiir sapa siang kk shat sukses sllu disana ya 🤲🤲🥰🥰💪💪,asalmuakykum hdiir sapa siang kk shat sukses sllu disana ya ,asalmuakykum hdiir sapa siang kakak sehat sukses selalu disana ya,"['asalmuakykum', 'hdiir', 'sapa', 'siang', 'kakak', 'sehat', 'sukses', 'selalu', 'disana', 'ya']","['asalmuakykum', 'hdiir', 'sapa', 'siang', 'sehat', 'sukses', 'disana']","['asalmuakykum', 'hdiir', 'sapa', 'siang', 'sehat', 'sukses', 'sana']",1,Positif,1
Kapok BSI,kapok bsi,kapok bsi,kapok bsi,"['kapok', 'bsi']",['kapok'],['kapok'],-1,Negatif,0
anjj mana pengen transaksi😁🙏🙏,anjj mana pengen transaksi😁🙏🙏,anjj mana pengen transaksi,anjj mana pengin transaksi,"['anjj', 'mana', 'pengin', 'transaksi']","['anjj', 'pengin', 'transaksi']","['anjj', 'pengin', 'transaksi']",1,Positif,1
error nya diperbaiki byon ini byon itu,error nya diperbaiki byon ini byon itu,error nya diperbaiki byon ini byon itu,error ya diperbaiki byon ini byon itu,"['error', 'ya', 'diperbaiki', 'byon', 'ini', 'byon', 'itu']","['error', 'diperbaiki', 'byon', 'byon']","['error', 'baik', 'byon', 'byon']",-1,Negatif,0
super lelet udah 3 hari 😅😂,super lelet udah 3 hari 😅😂,super lelet udah  hari ,super lambat sudah hari,"['super', 'lambat', 'sudah', 'hari']","['super', 'lambat']","['super', 'lambat']",1,Positif,1
eror trs apaan coba,eror trs apaan coba,eror trs apaan coba,error terus apaan coba,"['error', 'terus', 'apaan', 'coba']","['error', 'coba']","['error', 'coba']",-1,Negatif,0
error gk bisa di akses,error gk bisa di akses,error gk bisa di akses,error tidak bisa di akses,"['error', 'tidak', 'bisa', 'di', 'akses']","['error', 'tidak', 'akses']","['error', 'tidak', 'akses']",-1,Negatif,0
Error terus woii lah,error terus woii lah,error terus woii lah,error terus woii lah,"['error', 'terus', 'woii', 'lah']","['error', 'woii']","['error', 'woii']",-1,Negatif,0
Error 5 hari sdh anj,error 5 hari sdh anj,error  hari sdh anj,error hari sedih anjing,"['error', 'hari', 'sedih', 'anjing']","['error', 'sedih', 'anjing']","['error', 'sedih', 'anjing']",-3,Negatif,0
"sering eror pakkk😫😫, duit saya disana semua😭","sering eror pakkk😫😫, duit saya disana semua😭",sering eror pakkk duit saya disana semua,sering error pakkk uang saya disana semua,"['sering', 'error', 'pakkk', 'uang', 'saya', 'disana', 'semua']","['error', 'pakkk', 'uang', 'disana']","['error', 'pakkk', 'uang', 'sana']",-1,Negatif,0
BANK TERBURUK,bank terburuk,bank terburuk,bank terburuk,"['bank', 'terburuk']",['terburuk'],['buruk'],-1,Negatif,0
Tp sudah 2 hari byond error pak. Gak bisa transaksi. 🥺,tp sudah 2 hari byond error pak. gak bisa transaksi. 🥺,tp sudah  hari byond error pak gak bisa transaksi ,otp sudah hari byond error pak tidak bisa transaksi,"['otp', 'sudah', 'hari', 'byond', 'error', 'pak', 'tidak', 'bisa', 'transaksi']","['otp', 'error', 'tidak', 'transaksi']","['otp', 'error', 'tidak', 'transaksi']",-1,Negatif,0
"kaa, di bsi ada tabungan berjangka gaa?","kaa, di bsi ada tabungan berjangka gaa?",kaa di bsi ada tabungan berjangka gaa,kak di bsi ada tabungan berjangka tidak,"['kak', 'di', 'bsi', 'ada', 'tabungan', 'berjangka', 'tidak']","['tabungan', 'berjangka', 'tidak']","['tabung', 'jangka', 'tidak']",1,Positif,1
"sbenarnya akar masalah dr perbankan syariah ini ya dr kebijakan pemerintah daerah aceh sndiri dgn adanya qanun perbankan syariah jd bank konven yg sdh lama di aceh dgn sistem yg sdh jauh lebih memadai ya mau tdk mau keluar dr aceh. jd lah bank syariah yg sblmnya anak perusahaan dr masing bri, mandiri, bni di merger jd 1 dgn nama bank bsi. yg mana sistemnya msh dlm pengembangan dgn jlh nasabah yg besar sblmnya merupakan nasabah dr 3 bank bumn terbesar di indonesia. bahkan bank bri yg paling tua jg dlm hal jaringan jg kdng msh ada kndala.","sbenarnya akar masalah dr perbankan syariah ini ya dr kebijakan pemerintah daerah aceh sndiri dgn adanya qanun perbankan syariah jd bank konven yg sdh lama di aceh dgn sistem yg sdh jauh lebih memadai ya mau tdk mau keluar dr aceh. jd lah bank syariah yg sblmnya anak perusahaan dr masing bri, mandiri, bni di merger jd 1 dgn nama bank bsi. yg mana sistemnya msh dlm pengembangan dgn jlh nasabah yg besar sblmnya merupakan nasabah dr 3 bank bumn terbesar di indonesia. bahkan bank bri yg paling tua jg dlm hal jaringan jg kdng msh ada kndala.",sbenarnya akar masalah dr perbankan syariah ini ya dr kebijakan pemerintah daerah aceh sndiri dgn adanya qanun perbankan syariah jd bank konven yg sdh lama di aceh dgn sistem yg sdh jauh lebih memadai ya mau tdk mau keluar dr aceh jd lah bank syariah yg sblmnya anak perusahaan dr masing bri mandiri bni di merger jd  dgn nama bank bsi yg mana sistemnya msh dlm pengembangan dgn jlh nasabah yg besar sblmnya merupakan nasabah dr  bank bumn terbesar di indonesia bahkan bank bri yg paling tua jg dlm hal jaringan jg kdng msh ada kndala,sbenarnya akar masalah dari perbankan syariah ini ya dari kebijakan pemerintah daerah aceh sendiri dengan adanya qanun perbankan syariah jadi bank konven yang sedih lama di aceh dengan sistem yang sedih jauh lebih memadai ya mau tidak mau keluar dari aceh jadi lah bank syariah yang sebelumnya anak perusahaan dari masing bri mandiri bni di merger jadi dengan nama bank bsi yang mana sistemnya masih dalam pengembangan dengan jlh nasabah yang besar sebelumnya merupakan nasabah dari bank bumn terbesar di indonesia bahkan bank bri yang paling tua juga dalam hal jaringan juga kadang masih ada kndala,"['sbenarnya', 'akar', 'masalah', 'dari', 'perbankan', 'syariah', 'ini', 'ya', 'dari', 'kebijakan', 'pemerintah', 'daerah', 'aceh', 'sendiri', 'dengan', 'adanya', 'qanun', 'perbankan', 'syariah', 'jadi', 'bank', 'konven', 'yang', 'sedih', 'lama', 'di', 'aceh', 'dengan', 'sistem', 'yang', 'sedih', 'jauh', 'lebih', 'memadai', 'ya', 'mau', 'tidak', 'mau', 'keluar', 'dari', 'aceh', 'jadi', 'lah', 'bank', 'syariah', 'yang', 'sebelumnya', 'anak', 'perusahaan', 'dari', 'masing', 'bri', 'mandiri', 'bni', 'di', 'merger', 'jadi', 'dengan', 'nama', 'bank', 'bsi', 'yang', 'mana', 'sistemnya', 'masih', 'dalam', 'pengembangan', 'dengan', 'jlh', 'nasabah', 'yang', 'besar', 'sebelumnya', 'merupakan', 'nasabah', 'dari', 'bank', 'bumn', 'terbesar', 'di', 'indonesia', 'bahkan', 'bank', 'bri', 'yang', 'paling', 'tua', 'juga', 'dalam', 'hal', 'jaringan', 'juga', 'kadang', 'masih', 'ada', 'kndala']","['sbenarnya', 'akar', 'masalah', 'perbankan', 'syariah', 'kebijakan', 'pemerintah', 'daerah', 'aceh', 'qanun', 'perbankan', 'syariah', 'konven', 'sedih', 'aceh', 'sistem', 'sedih', 'memadai', 'tidak', 'aceh', 'syariah', 'anak', 'perusahaan', 'bri', 'mandiri', 'bni', 'merger', 'nama', 'sistemnya', 'pengembangan', 'jlh', 'nasabah', 'nasabah', 'bumn', 'terbesar', 'indonesia', 'bri', 'tua', 'jaringan', 'kadang', 'kndala']","['sbenarnya', 'akar', 'masalah', 'perban', 'syariah', 'bijak', 'perintah', 'daerah', 'aceh', 'qanun', 'perban', 'syariah', 'konven', 'sedih', 'aceh', 'sistem', 'sedih', 'pada', 'tidak', 'aceh', 'syariah', 'anak', 'usaha', 'bri', 'mandiri', 'bni', 'merger', 'nama', 'sistem', 'kembang', 'jlh', 'nasabah', 'nasabah', 'bumn', 'besar', 'indonesia', 'bri', 'tua', 'jaring', 'kadang', 'kndala']",-6,Negatif,0
Gedung elit jaringan sulit 🤣,gedung elit jaringan sulit 🤣,gedung elit jaringan sulit ,gedung elit jaringan sulit,"['gedung', 'elit', 'jaringan', 'sulit']","['gedung', 'elit', 'jaringan', 'sulit']","['gedung', 'elit', 'jaring', 'sulit']",1,Positif,1
lon sudah tutup reg bsi bah tinggal bank aceh manteung,lon sudah tutup reg bsi bah tinggal bank aceh manteung,lon sudah tutup reg bsi bah tinggal bank aceh manteung,lon sudah tutup reg bsi bah tinggal bank aceh manteung,"['lon', 'sudah', 'tutup', 'reg', 'bsi', 'bah', 'tinggal', 'bank', 'aceh', 'manteung']","['lon', 'tutup', 'reg', 'bah', 'tinggal', 'aceh', 'manteung']","['lon', 'tutup', 'reg', 'bah', 'tinggal', 'aceh', 'manteung']",-2,Negatif,0
"Alhamdulillah kabeh ku peu kosong bsi, alihkan ke BCA🤣🤣","alhamdulillah kabeh ku peu kosong bsi, alihkan ke bca🤣🤣",alhamdulillah kabeh ku peu kosong bsi alihkan ke bca,alhamdulillah kabeh ku peu kosong bsi alihkan ke baca,"['alhamdulillah', 'kabeh', 'ku', 'peu', 'kosong', 'bsi', 'alihkan', 'ke', 'baca']","['alhamdulillah', 'kabeh', 'peu', 'kosong', 'alihkan', 'baca']","['alhamdulillah', 'kabeh', 'peu', 'kosong', 'alih', 'baca']",-1,Negatif,0
pemerintah aceh wajib mengembalikan bank konvensionl ke aceh biar masyarakat bisa memilih mn bank yang terbaik..,pemerintah aceh wajib mengembalikan bank konvensionl ke aceh biar masyarakat bisa memilih mn bank yang terbaik..,pemerintah aceh wajib mengembalikan bank konvensionl ke aceh biar masyarakat bisa memilih mn bank yang terbaik,pemerintah aceh wajib mengembalikan bank konvensionl ke aceh biar masyarakat bisa memilih mana bank yang terbaik,"['pemerintah', 'aceh', 'wajib', 'mengembalikan', 'bank', 'konvensionl', 'ke', 'aceh', 'biar', 'masyarakat', 'bisa', 'memilih', 'mana', 'bank', 'yang', 'terbaik']","['pemerintah', 'aceh', 'wajib', 'mengembalikan', 'konvensionl', 'aceh', 'biar', 'masyarakat', 'memilih', 'terbaik']","['perintah', 'aceh', 'wajib', 'kembali', 'konvensionl', 'aceh', 'biar', 'masyarakat', 'pilih', 'baik']",-2,Negatif,0
Peng long 15jt kak ka 24jem Hn itamong peng ikoh,peng long 15jt kak ka 24jem hn itamong peng ikoh,peng long jt kak ka jem hn itamong peng ikoh,peng long juta kak kak jem hn itamong peng ikoh,"['peng', 'long', 'juta', 'kak', 'kak', 'jem', 'hn', 'itamong', 'peng', 'ikoh']","['peng', 'long', 'juta', 'jem', 'itamong', 'peng', 'ikoh']","['peng', 'long', 'juta', 'jem', 'itamong', 'peng', 'ikoh']",1,Positif,1
pakon neu peusalah BSI Sabe kan tanyoe na pilihan bank lain,pakon neu peusalah bsi sabe kan tanyoe na pilihan bank lain,pakon neu peusalah bsi sabe kan tanyoe na pilihan bank lain,pakon neu peusalah bsi sabe kan tanyoe nya pilihan bank lain,"['pakon', 'neu', 'peusalah', 'bsi', 'sabe', 'kan', 'tanyoe', 'nya', 'pilihan', 'bank', 'lain']","['pakon', 'neu', 'peusalah', 'sabe', 'tanyoe', 'nya', 'pilihan']","['pakon', 'neu', 'peusalah', 'sabe', 'tanyoe', 'nya', 'pilih']",-1,Negatif,0
byond selalu eror,byond selalu eror,byond selalu eror,byond selalu error,"['byond', 'selalu', 'error']",['error'],['error'],-1,Negatif,0
"sering kecewa sama BSI, ATM sering terblokir katanya salah pin pdhal udh benar, buat ATM lagi uang kita juga yg dipotong","sering kecewa sama bsi, atm sering terblokir katanya salah pin pdhal udh benar, buat atm lagi uang kita juga yg dipotong",sering kecewa sama bsi atm sering terblokir katanya salah pin pdhal udh benar buat atm lagi uang kita juga yg dipotong,sering kecewa sama bsi atm sering terblokir katanya salah pin padahal sudah benar buat atm lagi uang kita juga yang dipotong,"['sering', 'kecewa', 'sama', 'bsi', 'atm', 'sering', 'terblokir', 'katanya', 'salah', 'pin', 'padahal', 'sudah', 'benar', 'buat', 'atm', 'lagi', 'uang', 'kita', 'juga', 'yang', 'dipotong']","['kecewa', 'atm', 'terblokir', 'salah', 'pin', 'atm', 'uang', 'dipotong']","['kecewa', 'atm', 'blokir', 'salah', 'pin', 'atm', 'uang', 'potong']",-3,Negatif,0
"Saya org yg setuju kalau bank konven masuk kembali ke Aceh. Bsi tidak siap dgn pelayanan nya kita seperti dipaksa pakai bank ini. Saya simpan uang di BCA syariah karna hampir jrg sekali eror, sedkit aja uang di BSI utk hari2.","saya org yg setuju kalau bank konven masuk kembali ke aceh. bsi tidak siap dgn pelayanan nya kita seperti dipaksa pakai bank ini. saya simpan uang di bca syariah karna hampir jrg sekali eror, sedkit aja uang di bsi utk hari2.",saya org yg setuju kalau bank konven masuk kembali ke aceh bsi tidak siap dgn pelayanan nya kita seperti dipaksa pakai bank ini saya simpan uang di bca syariah karna hampir jrg sekali eror sedkit aja uang di bsi utk hari,saya orang yang setuju kalau bank konven masuk kembali ke aceh bsi tidak siap dengan pelayanan ya kita seperti dipaksa pakai bank ini saya simpan uang di baca syariah karena hampir jrg sekali error sedkit saja uang di bsi untuk hari,"['saya', 'orang', 'yang', 'setuju', 'kalau', 'bank', 'konven', 'masuk', 'kembali', 'ke', 'aceh', 'bsi', 'tidak', 'siap', 'dengan', 'pelayanan', 'ya', 'kita', 'seperti', 'dipaksa', 'pakai', 'bank', 'ini', 'saya', 'simpan', 'uang', 'di', 'baca', 'syariah', 'karena', 'hampir', 'jrg', 'sekali', 'error', 'sedkit', 'saja', 'uang', 'di', 'bsi', 'untuk', 'hari']","['orang', 'setuju', 'konven', 'masuk', 'aceh', 'tidak', 'pelayanan', 'dipaksa', 'pakai', 'simpan', 'uang', 'baca', 'syariah', 'jrg', 'error', 'sedkit', 'uang']","['orang', 'tuju', 'konven', 'masuk', 'aceh', 'tidak', 'layan', 'paksa', 'pakai', 'simpan', 'uang', 'baca', 'syariah', 'jrg', 'error', 'sedkit', 'uang']",-5,Negatif,0
"saya merasa dirugikan oleh pihak bank BSI.
sering isi pulsa 150 bahkan lebih,tapih nggak masuk gagal, sedangkan saldo rekening saya udah dipotong dan nggak pernah dikembalikan, MERASA DI RUGIKAN OLEH BANK BSI.ada yang sama,,,!!???","saya merasa dirugikan oleh pihak bank bsi.
sering isi pulsa 150 bahkan lebih,tapih nggak masuk gagal, sedangkan saldo rekening saya udah dipotong dan nggak pernah dikembalikan, merasa di rugikan oleh bank bsi.ada yang sama,,,!!???","saya merasa dirugikan oleh pihak bank bsi
sering isi pulsa  bahkan lebihtapih nggak masuk gagal sedangkan saldo rekening saya udah dipotong dan nggak pernah dikembalikan merasa di rugikan oleh bank bsiada yang sama",saya merasa dirugikan oleh pihak bank bsi sering isi ulang isi ulang bahkan lebihtapih tidak masuk gagal sedangkan saldo rekening saya sudah dipotong dan tidak pernah dikembalikan merasa di rugikan oleh bank bsiada yang sama,"['saya', 'merasa', 'dirugikan', 'oleh', 'pihak', 'bank', 'bsi', 'sering', 'isi', 'ulang', 'isi', 'ulang', 'bahkan', 'lebihtapih', 'tidak', 'masuk', 'gagal', 'sedangkan', 'saldo', 'rekening', 'saya', 'sudah', 'dipotong', 'dan', 'tidak', 'pernah', 'dikembalikan', 'merasa', 'di', 'rugikan', 'oleh', 'bank', 'bsiada', 'yang', 'sama']","['dirugikan', 'isi', 'ulang', 'isi', 'ulang', 'lebihtapih', 'tidak', 'masuk', 'gagal', 'saldo', 'rekening', 'dipotong', 'tidak', 'dikembalikan', 'rugikan', 'bsiada']","['rugi', 'isi', 'ulang', 'isi', 'ulang', 'lebihtapih', 'tidak', 'masuk', 'gagal', 'saldo', 'rekening', 'potong', 'tidak', 'kembali', 'rugi', 'bsiada']",-6,Negatif,0
alhamdulillah aku msh pake aplikasi lama. jdiii aman... walaupun byon erorrr😁,alhamdulillah aku msh pake aplikasi lama. jdiii aman... walaupun byon erorrr😁,alhamdulillah aku msh pake aplikasi lama jdiii aman walaupun byon erorrr,alhamdulillah akun masih pakai aplikasi lama jdiii aman walaupun byon error,"['alhamdulillah', 'akun', 'masih', 'pakai', 'aplikasi', 'lama', 'jdiii', 'aman', 'walaupun', 'byon', 'error']","['alhamdulillah', 'akun', 'pakai', 'aplikasi', 'jdiii', 'aman', 'byon', 'error']","['alhamdulillah', 'akun', 'pakai', 'aplikasi', 'jdiii', 'aman', 'byon', 'error']",-1,Negatif,0
klo daftar Rek.online ..bisa kh g ush pke ATM,klo daftar rek.online ..bisa kh g ush pke atm,klo daftar rekonline bisa kh g ush pke atm,kalau daftar rekonline bisa kah tidak usah pakai atm,"['kalau', 'daftar', 'rekonline', 'bisa', 'kah', 'tidak', 'usah', 'pakai', 'atm']","['daftar', 'rekonline', 'kah', 'tidak', 'pakai', 'atm']","['daftar', 'rekonline', 'kah', 'tidak', 'pakai', 'atm']",-1,Negatif,0
"kk mau nanya, cara lihat riwayat transfer tahun 2024 gimana ya, tapi dulu masih pake bsi mobile, belum pake byond
di byond gak ada riwayat 2024
gimana solusinya ya kak?","kk mau nanya, cara lihat riwayat transfer tahun 2024 gimana ya, tapi dulu masih pake bsi mobile, belum pake byond
di byond gak ada riwayat 2024
gimana solusinya ya kak?","kk mau nanya cara lihat riwayat transfer tahun  gimana ya tapi dulu masih pake bsi mobile belum pake byond
di byond gak ada riwayat 
gimana solusinya ya kak",kakak mau bertanya cara lihat riwayat transfer tahun bagaimana ya tapi dulu masih pakai bsi mobile belum pakai byond di byond tidak ada riwayat bagaimana solusinya ya kak,"['kakak', 'mau', 'bertanya', 'cara', 'lihat', 'riwayat', 'transfer', 'tahun', 'bagaimana', 'ya', 'tapi', 'dulu', 'masih', 'pakai', 'bsi', 'mobile', 'belum', 'pakai', 'byond', 'di', 'byond', 'tidak', 'ada', 'riwayat', 'bagaimana', 'solusinya', 'ya', 'kak']","['lihat', 'riwayat', 'transfer', 'pakai', 'mobile', 'pakai', 'tidak', 'riwayat', 'solusinya']","['lihat', 'riwayat', 'transfer', 'pakai', 'mobile', 'pakai', 'tidak', 'riwayat', 'solusi']",1,Positif,1
kak klo tutup akun ganti ke wadiah uang kita dikembalikan semua kan cuma dipotong 20rb? saldo yg mengendapnya dibalikin kan,kak klo tutup akun ganti ke wadiah uang kita dikembalikan semua kan cuma dipotong 20rb? saldo yg mengendapnya dibalikin kan,kak klo tutup akun ganti ke wadiah uang kita dikembalikan semua kan cuma dipotong rb saldo yg mengendapnya dibalikin kan,kak kalau tutup akun ubah ke wadiah uang kita dikembalikan semua kan cuma dipotong ribu saldo yang mengendapnya dibalikin kan,"['kak', 'kalau', 'tutup', 'akun', 'ubah', 'ke', 'wadiah', 'uang', 'kita', 'dikembalikan', 'semua', 'kan', 'cuma', 'dipotong', 'ribu', 'saldo', 'yang', 'mengendapnya', 'dibalikin', 'kan']","['tutup', 'akun', 'ubah', 'wadiah', 'uang', 'dikembalikan', 'dipotong', 'ribu', 'saldo', 'mengendapnya', 'dibalikin']","['tutup', 'akun', 'ubah', 'wadiah', 'uang', 'kembali', 'potong', 'ribu', 'saldo', 'endap', 'dibalikin']",-1,Negatif,0
kak BS pengajuan KUR kah,kak bs pengajuan kur kah,kak bs pengajuan kur kah,kak bisa pengajuan kur kah,"['kak', 'bisa', 'pengajuan', 'kur', 'kah']","['pengajuan', 'kur', 'kah']","['aju', 'kur', 'kah']",-1,Negatif,0
cara bsi tabung apa KTP kk gimana,cara bsi tabung apa ktp kk gimana,cara bsi tabung apa ktp kk gimana,cara bsi tabung apa ktp kakak bagaimana,"['cara', 'bsi', 'tabung', 'apa', 'ktp', 'kakak', 'bagaimana']","['tabung', 'ktp']","['tabung', 'ktp']",1,Positif,1
info ka di bsi bsa menabung berjangka ga ya,info ka di bsi bsa menabung berjangka ga ya,info ka di bsi bsa menabung berjangka ga ya,info kak di bsi bisa menabung berjangka tidak ya,"['info', 'kak', 'di', 'bsi', 'bisa', 'menabung', 'berjangka', 'tidak', 'ya']","['menabung', 'berjangka', 'tidak']","['tabung', 'jangka', 'tidak']",1,Positif,1
kok aku baru daftar langsung tabungan mudharabah yaa kak..maaf sy nggk paham,kok aku baru daftar langsung tabungan mudharabah yaa kak..maaf sy nggk paham,kok aku baru daftar langsung tabungan mudharabah yaa kakmaaf sy nggk paham,kok akun baru daftar langsung tabungan mudharabah ya kakmaaf saya tidak paham,"['kok', 'akun', 'baru', 'daftar', 'langsung', 'tabungan', 'mudharabah', 'ya', 'kakmaaf', 'saya', 'tidak', 'paham']","['akun', 'daftar', 'langsung', 'tabungan', 'mudharabah', 'kakmaaf', 'tidak', 'paham']","['akun', 'daftar', 'langsung', 'tabung', 'mudharabah', 'kakmaaf', 'tidak', 'paham']",1,Positif,1
kak klau ganti ke silver gpn gmn ya aku dapetnya yg bisa gold visa kena admin,kak klau ganti ke silver gpn gmn ya aku dapetnya yg bisa gold visa kena admin,kak klau ganti ke silver gpn gmn ya aku dapetnya yg bisa gold visa kena admin,kak kalau ubah ke silver gpn bagaimana ya akun dapetnya yang bisa gold visa kena admin,"['kak', 'kalau', 'ubah', 'ke', 'silver', 'gpn', 'bagaimana', 'ya', 'akun', 'dapetnya', 'yang', 'bisa', 'gold', 'visa', 'kena', 'admin']","['ubah', 'silver', 'gpn', 'akun', 'dapetnya', 'gold', 'visa', 'kena']","['ubah', 'silver', 'gpn', 'akun', 'dapetnya', 'gold', 'visa', 'kena']",-1,Negatif,0
daftar lewat hp aja bisa ga?,daftar lewat hp aja bisa ga?,daftar lewat hp aja bisa ga,daftar lewat hp saja bisa tidak,"['daftar', 'lewat', 'hp', 'saja', 'bisa', 'tidak']","['daftar', 'tidak']","['daftar', 'tidak']",-1,Negatif,0
kok ga selesai² error nya ini gimana sih..? mau payment apa² susah jadinya,kok ga selesai² error nya ini gimana sih..? mau payment apa² susah jadinya,kok ga selesai error nya ini gimana sih mau payment apa susah jadinya,kok tidak selesai error ya ini bagaimana sih mau payment apa sulit jadinya,"['kok', 'tidak', 'selesai', 'error', 'ya', 'ini', 'bagaimana', 'sih', 'mau', 'payment', 'apa', 'sulit', 'jadinya']","['tidak', 'selesai', 'error', 'sih', 'payment', 'sulit']","['tidak', 'selesai', 'error', 'sih', 'payment', 'sulit']",-2,Negatif,0
"Iklannya Simpel dan menyenangkan BSI. 🥰
Jadi bangga jadi Nasabah BSI","iklannya simpel dan menyenangkan bsi. 🥰
jadi bangga jadi nasabah bsi","iklannya simpel dan menyenangkan bsi 
jadi bangga jadi nasabah bsi",iklannya simpel dan menyenangkan bsi jadi bangga jadi nasabah bsi,"['iklannya', 'simpel', 'dan', 'menyenangkan', 'bsi', 'jadi', 'bangga', 'jadi', 'nasabah', 'bsi']","['iklannya', 'simpel', 'menyenangkan', 'bangga', 'nasabah']","['iklan', 'simpel', 'senang', 'bangga', 'nasabah']",3,Positif,1
Pak Jaksa Agung Iklan Melulu😂,pak jaksa agung iklan melulu😂,pak jaksa agung iklan melulu,pak jaksa agung iklan melulu,"['pak', 'jaksa', 'agung', 'iklan', 'melulu']","['jaksa', 'agung', 'iklan', 'melulu']","['jaksa', 'agung', 'iklan', 'melulu']",-1,Negatif,0
